Serial_No,airline,overall,author,review_date,customer_review,aircraft,traveller_type,cabin,route,date_flown,seat_comfort,cabin_service,food_bev,entertainment,ground_service,value_for_money,recommended,polarity scores,Sentiment Score, Rating,Sentiment Values
6395,China Southern Airlines,8,Wang Shu Chuan,14th February 2019,"Sanya to Beijing with a Boeing 777. The seat space was large, and the cabin was clean and comfortable. The flight attendants were nice, the food was tasty. In both Sanya and Beijing we don have the airbridge service, hope the airport could improve their ground service. Generally speaking, that was a nice flight.",Boeing 777,Business,Business Class,Sanya to Beijing,2/19/2019,5,5,5,4,3,4,yes,0.9468,Positive,26,1
6396,China Southern Airlines,9,Jiaxin Kuang,12th February 2019,"Dhaka to Guangzhou. The staff at Dhaka Airport failed to recognize me as a silver member through the system. After I showed the electronic silver member card, they put a priority baggage label on the suitcase and gave me an invitation card to the lounge. The boarding was ontime, and the cabin crew wished Happy Chinese New Year to passengers. I sat in seat 48A, the legroom was huge and seat was comfortable. The plane was A330-300, but it didn't supply WiFi. The chicken rice onboard was delicious. Cabin crew were helpful with a smile.",A330-300,Solo Leisure,Economy Class,Dhaka to Guangzhou,2/19/2019,4,5,5,4,4,4,yes,0.9432,Positive,26,1
6397,China Southern Airlines,8,Ly Canmy,12th February 2019,"Melbourne to Beijing via Guangzhou. From Melbourne it was A330. The food came with drink service, Chinese and Western options and the beverage selection was pretty decent. The entertainment was also quite good. Cabin crew was super nice. The seat was too firm, not very comfy as usual plane seats. Transit in Guangzhou is pleasant, the procedure is simple and the ground service saves transit passengers a lot of time. My second flight was on a Boeing 777, the seat was wider and comfortable. I was really tired and slept through the whole flight. Overall, it's a quite nice experience.",A330 / Boeing 777,Solo Leisure,Economy Class,Melbourne to Beijing via Guangzhou,1/19/2019,3,5,5,5,5,5,yes,0.9686,Positive,28,1
6398,China Southern Airlines,8,Qiu Yan Xin,6th February 2019,"Melbourne to Amsterdam via Guangzhou. Ground staff in Melbourne was nice and helpful. She told me everything about the transfer procedures I should know of and tagged my luggage straight to Amsterdam. A330 from Melbourne to Guangzhou. Flight attendants were warm and attentive. Food came in generous portion, and it was tasty. As I finished my first flight, I was surprised by the Chinese Lunar New Year atmosphere. Great decoration all around the terminal. The procedure to get into my next flight was pretty simple, but they got huge queues piling up by the border control. I think they probably should open more passages due to this special occasion. To Amsterdam, I was on a brand new A330, more comfortable and they got more advanced entertainment system. They even had in-flight WiFi, but I didn't apply on their App before the flight. The food in business class was tasty and came with the alcohol service. Overall it's a great experience, it would be greater if the price were more reasonable.",A330,Business,Business Class,Melbourne to Amsterdam via Guangzhou,1/19/2019,5,5,5,5,4,4,yes,0.9905,Positive,28,1
6399,China Southern Airlines,7,Helen Shen,26th January 2019,"Guangzhou to New York. In general the service is good. The flight attendants were trying their best to work everything out. Even though my tv screen was froze for a long time, they were trying to help me with the problem and luckily fixed it. IÃÂ¢Ã¢ÂÂ¬Ã¢ÂÂ¢ve been flying with China Southern for a long time and would love to keep flying with it in the future. Maybe notify the travelers earlier if the flight is delayed though.",Boeing 787-9,Family Leisure,Business Class,Guangzhou to New York,12/18/2019,3,5,4,3,2,2,yes,0.9287,Positive,19,1
6400,China Southern Airlines,8,Yanmei Ou,23rd January 2019,"Vancouver to Guangzhou. The cabin was clean and comfortable, the toilet was kept clean. The cabin crew was kindÃÂ¯ÃÂ¼ÃÂfood and drinks were served timely, the offerings were basic but the taste was okay. Between the mealtime requests for snacks and drinks were quickly actioned.",Boeing 787,Business,Economy Class,Vancouver to Guangzhou,7/18/2019,4,5,5,4,4,5,yes,0.7351,Positive,27,1
6401,China Southern Airlines,8,Liang ChiYing,22nd January 2019,"Melbourne to Manila via Guangzhou. On my way from Melbourne to Guangzhou, business class was pretty empty, just 5 to 6 passengers. The cabin was quiet and the seat was cozy. Flight attendants were nice and attentive. I enjoyed the food, but there's no WiFi onboard. Transit was smooth, and my checked baggage was tagged to Manila. Had breakfast in the lounge while I was waiting. Boeing 737 on my way to Manila, flight attendants met the standard.",A330,Business,Business Class,Melbourne to Manila via Guangzhou,1/19/2019,5,5,5,4,5,4,yes,0.2382,Neutral,28,0
6402,China Southern Airlines,9,Nikta Ezopov,21st January 2019,"Denpasar Bali to Guangzhou. Business class on Boeing 737-800 is nice, two rows in 2-2 config. The seats are standard for this type of aircraft, they are wide and soft but hard to sleep on, the legroom is small in the first row. It has personal IFE for business class, and overhead screens for economy. The screens are not the newest type. On the flight of 5h 5min you gets 1 meal, it was nice, with dine-on-demand. Food was nice, but people, that don't like Chinese food will like only main dish. Crew were friendly, and plane was clean.",Boeing 737-800,Family Leisure,Business Class,Bali to Guangzhou,1/19/2019,4,5,4,4,5,4,yes,0.9046,Positive,26,1
6403,China Southern Airlines,8,E Kazopov,20th January 2019,"Guangzhou to Moscow via Wuhan. The seat was in old 2-2-2 config, but it was soft, you receive big blanket and pillow. There are 3 meals on this flight, first after takeoff to Wuhan. Second one is after takeoff to Moscow, the food was delicious, the last one was before landing, it was also nice!! Also on this flight is dine-on-demand, it is very comfortable. The crew were friendly and kind.",A330-200,Family Leisure,Business Class,Guangzhou to Moscow via Wuhan,1/19/2019,5,5,5,4,5,4,yes,0.9779,Positive,28,1
6404,China Southern Airlines,9,Maxine Burney,19th January 2019,"Christchurch to Kuala Lumpur via Guangzhou. This is the 2nd time my husband and I have flown on China Southern Airlines. Our seats were surprisingly comfortable for a long haul flight, (11 hours the first flight), good leg room, food was very tasty, all in flight services worked well. Most importantly the Cabin Crew were great! Friendly, professional and attentive! We felt really happy and fortunate to be flying on this airline.",Boeing 787 / 737,Couple Leisure,Economy Class,Christchurch to Kuala Lumpur via Guangzhou,1/19/2019,5,5,5,5,5,5,yes,0.9801,Positive,30,1
6405,China Southern Airlines,7,Li Lyu,17th January 2019,"Paris to Melbourne via Guangzhou. I spent additional $50 to reserve a seat, but the moment I checked in when I arrived at Paris, the ground staff gave me a seat I didn't like without a fair explanation. I asked a flight attendant what happened after I got onboard, and they sent another ground staff to answer my question. She told me they can't find my request on they office network, she suggested that I should ask my money back from the agent who sold me my ticket. The transit service was pretty good in Guangzhou, but I didn't get my reserved seat as well, the ground staff in Guangzhou told me the same thing. The later flight to Melbourne was very nice. The crew onboard offered me a seat on the first row with a good leg space. Food was good too. Movies and shows were well updated. Next time I would definitely book my ticket on their official website.",A330,Solo Leisure,Economy Class,Paris to Melbourne via Guangzhou,1/19/2019,4,5,5,5,4,4,yes,0.9822,Positive,27,1
6406,China Southern Airlines,8,Janice Li,16th January 2019,"Bangkok to Melbourne via Guangzhou. My first flight was on an A321. The entertainment system got a decent selection of program. The beverage they had was alright, but I didn't like the food very much. Crew told me that I can book special food next time. I tried online as soon as we landed, but I should do it 24 hours before departure. I spent some time in the lounge before I got on my next flight. The next flight aircraft was changed due to some mechanical difficulty. So I took the shuttle bus to get onboard. I was so surprised how comfortable the new A330 was with a wide seat. Flight attendants were nice. I enjoyed the food and had a good rest. Plus, they got WiFi, which was good. Overall it's a pretty nice flight. I recommend it.",A321/A330,Family Leisure,Business Class,Bangkok to Melbourne via Guangzhou,1/19/2019,5,5,4,5,5,4,yes,0.9894,Positive,28,1
6407,China Southern Airlines,8,Doug Dumpa,12th January 2019,"New York to Manila via Guangzhou. The cabin crew were present and attentive to passengersÃÂ¢Ã¢ÂÂ¬Ã¢ÂÂ¢ calls. The seat width and legroom are comfortable, but the recline is not that much. The choice of entertainment is very limited though because the choice of movies were either old or uninteresting, that I only managed to watch one movie for such a long flight.",Boeing 777-300ER,Couple Leisure,Economy Class,New York to Manila via Guangzhou,1/19/2019,4,5,3,1,2,4,yes,0.4697,Neutral,19,0
6408,China Southern Airlines,7,Yin RongYao,12th January 2019,"Osaka to Amsterdam via Guangzhou. Maybe because of the old A330 was used from Osaka to Guangzhou, facilities of the first leg was not so good, especially the old and hard seat. I didn't have many choices of food and beverage, even no fresh juice, not to mention taste. VIP lounge in Guangzhou was nice and comfortable, they have quite a good range of snacks and beverages. Not just many billboards were placed inside, the ground team came for boarding reminder. Lucky that new A330 was used between Guangzhou and Amsterdam, more comfortable this time in general, more varieties of food and drinks were provided on board. Nice stewards in the cabin, they helped me when I rang the bell. Hope China Southern can improve its hardware in future.",A330,Business,Economy Class,Osaka to Amsterdam via Guangzhou,1/19/2019,3,5,4,4,4,3,yes,0.955,Positive,23,1
6409,China Southern Airlines,10,Tshung Ching Tay,8th January 2019,"Guangzhou to Kota Kinabalu. I was given a complementary stay by China Southern Airlines after the earlier flight from Hangzhou. Hotel transfer is also complementary for transit passenger who met the criteria. I arrived at Guangzhou Airport 3.5 hours before departure and proceed to the check in counter. The queue was long, nonetheless it was swift. Boarding call for flight was made approximately 40 minutes before departure, priority given to elite frequent flyer member and special need passengers. Cabin crew are courteous, helpful and friendly. Boeing 737-800 with 3 class configuration for this route. In flight meal was served half an hour after take off. Passengers offered Hainan Chicken rice or Fish rice on board. Hot and cold beverages also served. In addition to that, alcoholic drink is available. The quality of the in flight catering is superb. The flight attendants ensure that passengers have an enjoyable flight. After the meal tray was collected, passengers are given time to rest and enjoy the in fli...",Boeing 737-800,Solo Leisure,Economy Class,Guangzhou to Kota Kinabalu,1/19/2019,5,5,5,5,5,5,yes,0.9844,Positive,30,1
6410,China Southern Airlines,9,Tshung Ching Tay,8th January 2019,"Kota Kinabalu to Guangzhou. I arrived at the airport 4 hours prior to departure and check in had already commenced. In view of the festive season, there was a long queue for this flight, nonetheless it was efficient. I requested for the exit row and was granted. Boarding was well organized. Flight attendant are friendly and helpful. Two choices of hot meal meal was offered, I requested chicken noodles. The taste is average. Besides that, hot and cold beverages was served on board. The aircraft was an earlier generation B737-800 which it is not fitted with in flight entertainment and winglet. The cabin service was prompt, thus I have sufficient time to rest soon after the meal tray was collected.",Boeing 737-800,Solo Leisure,Economy Class,Kota Kinabalu to Guangzhou,12/18/2019,4,5,4,4,5,5,yes,0.9493,Positive,27,1
6411,China Southern Airlines,2,M Cheadle,30th December 2018,"Hanoi to Brisbane via Guangzhou, and child forced to sit separately from parents. As an Skyteam Elite Plus member (Platinum on Lotusmiles), seating request was completely ignored despite multiple emails and written confirmation that the request was in. I am 194cm and 130kg. Requested an Aisle seat or Emergency exit. Was given center seats, no aisle. Have been trying to ensure this doesn't happen again on return journey but customer service has been useless. 2 weeks after incident and inquiry is still bouncing around with no guarantee this will not happen again despite almost daily emails.",A319,Family Leisure,Economy Class,Hanoi to Brisbane via Guangzhou,12/18/2019,1,3,4,3,3,3,no,-0.8124,Negative,17,-1
6412,China Southern Airlines,9,L Tang,29th December 2018,"Guangzhou to Los Angeles. I had a very pleasant flight. The attendants were friendly, smiling and helpful. The food was good even though I didn't get the item listed as a choice. The bathroom I used was clean although crowded at times, especially after breakfast was served. There were good movies to choose from and I watched 3 of them. The retractable table top in front of the seat was too old, once pulled out, hard to put back.",A380,Family Leisure,Economy Class,Guangzhou to Los Angeles,12/18/2019,4,5,4,4,5,5,yes,0.9661,Positive,27,1
6413,China Southern Airlines,8,Calvin Chan,29th December 2018,"Toronto to Guangzhou. It was a fully booked flight, but boarding was fast. Once onboard, they provided pillows and blankets for every passenger. Food is OK, especially the bread, soft and hot. We arrive in Guangzhou an hour early, overall it was a wonderful flight and will continue to fly with China Southern.",Boeing 777-300ER,Solo Leisure,Economy Class,Toronto to Guangzhou,11/18/2019,4,4,4,4,5,5,yes,0.8735,Positive,26,1
6414,China Southern Airlines,7,Qin MinYi,24th December 2018,"Chengdu to Sydney via Guangzhou. A little delay from Chengdu to Guangzhou left very little time for the next flight. I was really worried that I was going miss the connecting flight. The crew adjust my seat to front ones so I could get off earlier. Once the door was opened the crew told the ground staff about our situation., since my baggage was through checked to Sydney, I didn't have to pick them out myself.Finally I made it. On the flight to Sydney, the crew were patient and friendly. About the food they've got Chinese and western. I didn't enjoy the western very much and the flight attendant switched it into Chinese one which was fine. The entertainment system was rich. But the seat was hard as a rock! Plus the angle was pretty limited so I didn't have a very nice rest. In conclusion the price was reasonable, it was a nice experience in general.",Boeing 737 / A330,Solo Leisure,Economy Class,Chengdu to Sydney via Guangzhou,12/18/2019,3,5,4,4,5,5,yes,0.1941,Neutral,26,0
6415,China Southern Airlines,8,S Dalero,22nd December 2018,"Los Angeles to Manila via Guangzhou. Service is good, but international transfers are hectic. This was my 4th time to fly China Southern Airlines. I like the A380 because it is very quiet and comfortable. However, their A380 is starting to look dated. I booked my flight directly on their website, however, they do not allow seat reservations for the upper deck. They did a couple of years ago. It's a shame because i booked it directly and not from another website. If you want the upper deck seats you'll have to pay Y100 per segment. I also ordered a ""diabetic"" meal, and that was not satisfying. So, I deleted that for the next flights. The meals are less stellar than they used to be. The seats are the same, stiff. The transfer at Guangzhou airport was ok, but if you walk slow, it'll take you a while because the new terminal is huge. There are two security checks. The second one is through the x-ray machines. That takes a lot more time and the queue gets slower to the x-ray machines. The flight to MNL was unev...",A380,Solo Leisure,Economy Class,Los Angeles to Manila via Guangzhou,12/18/2019,4,5,4,4,5,5,yes,-0.6788,Negative,27,-1
6416,China Southern Airlines,7,Runzhi Hou,18th December 2018,"Guangzhou to Sydney, first time on the A380. The inflight service and food impressed me. All crew members in the first class are friendly and helpful. China Southern is far better than China Eastern or Air China. But the entertainment system has problems. Screen is big enough but the video resolution is low. Movies not updated in recent months. Also no wifi is another issue. Suite seat is standard.",A380,Couple Leisure,First Class,Guangzhou to Sydney,12/18/2019,4,5,4,2,4,5,yes,0.1531,Neutral,24,0
6417,China Southern Airlines,9,Jiaxin Kuang,14th December 2018,"I flew Sydney to Guangzhou with China Southern Airlines on 9th December 2018. As a silver member of Sky Pearl Club, I could use the departure express card to pass the security check quickly. The boarding was delayed by 20 minutes. I sat in seat 49K which was beside the emergency exit. The lavatory was clean. The inflight entertainment contain the latest films. The plane was A330-300 and it supplied free WiFi, but the speed was very slow. Cabin crew were friendly and helpful with a smile.",A330-300,Solo Leisure,Economy Class,Sydney to Guangzhou,12/18/2019,4,5,3,4,5,4,yes,0.9393,Positive,25,1
6418,China Southern Airlines,8,Werner Heilbrunner,9th December 2018,"Changchun to Seoul. Seat 31H is directly after Business class and provide enough leg room. Pillows and blankets were provided on the seats. The flight attendants were friendly and helpful. They offered two main dishes, beef or fish with rice. I choose beef with rice and it was tasty. All in all, the trip was enjoyable and I will fly with them again.",A321,Business,Economy Class,Changchun to Seoul,12/18/2019,4,4,4,1,4,5,yes,0.836,Positive,22,1
6419,China Southern Airlines,9,Xuhui Yao,9th December 2018,"Comfy seat, good food and very friendly staff from Wuhan to London on 11 Hour flight. I was not expecting much for economy class. But It turned out to be a very positive experience. The plane has comfy and clean seat and delicious food (especially braised pork rice). On board entertainment was very good, containing many films I like. The service was also excellent. All in all, if Southern Airline keeps this outstanding level of service, they will be very competitive.",Boeing 787,Solo Leisure,Economy Class,Wuhan to London,12/18/2019,5,5,5,4,5,5,yes,0.9876,Positive,29,1
6420,China Southern Airlines,8,Z Wang,6th December 2018,"Guangzhou to Changchun. Better service since moved to T2 for both airport. First time to take a flight from Guangzhou after China Southern moved to T2, faster check-in and security check, better experience for boarding. However, it was really a long way out to the boarding gate, for anyone needs to have more time reserved. For arriving, China Southern remains in T1 in Changchun, so that the flights may have more chance to stop at the corridor bridge, really a good experience for customers. No long waiting for the baggage, almost the same time getting to the conveyor belt.",A320,Business,Economy Class,Guangzhou to Changchun,11/18/2019,4,5,4,4,5,4,yes,0.8411,Positive,26,1
6421,China Southern Airlines,7,Jin Cheng,5th December 2018,"Shenyang to Guangzhou. Since I am a sky team elite member (China Southern will no longer be part of sky team starting in 2019), I took advantage of the perks and went to the VIP check in. Customer service checked all of my hefty luggage with no trouble at all. I was also able to rest a bit at the VIP Lounge. ThereÃÂ¢Ã¢ÂÂ¬Ã¢ÂÂ¢s snacks, warm food (two dishes), assorted drinks, and hot water for tea. Surprisingly there were also six massage chairs. However, everything is a big old and overused, including the toilet. This place could use a renovation. Similarly for the plane I took to Guangzhou the seats were outdated and the armrests look like theyÃÂ¢Ã¢ÂÂ¬Ã¢ÂÂ¢ve been scratched for a while. There was no in-flight entertainment on this short connecting flight, which is in accordance to other shorter flights IÃÂ¢Ã¢ÂÂ¬Ã¢ÂÂ¢ve taken with China Southern. Also, no WiFi. ThereÃÂ¢Ã¢ÂÂ¬Ã¢ÂÂ¢s a few spelling errors in the safety instruction vi...",A380,Family Leisure,Premium Economy,Shenyang to Los Angeles via Guangzhou,12/18/2019,3,4,3,3,5,5,yes,0.9926,Positive,23,1
6422,China Southern Airlines,10,D Garten,5th December 2018,"Chengdu to Sydney via Guangzhou. The experience was fantastic. Check in was smooth and quick. The flights were on time. On board the cabin crew were friendly, and helped find my seat. The seat was very comfortable, and there was plenty of leg room. The IFE was fantastic, with a great selection of movies. The meals on both flights were delicious. Overall fantastic service and experience, and will fly with China Southern again",A330-300,Solo Leisure,Economy Class,Chengdu to Guangzhou via Sydney,12/18/2019,5,5,5,5,5,5,yes,0.9785,Positive,30,1
6423,China Southern Airlines,8,Jiaxin Kuang,2nd December 2018,"Guangzhou to Adelaide on A330-300. Seat 48K the emergency exit seat and leg room was huge. Cabin crew were friendly and helpful. The food did not taste good. The lavatory was clean when I used it. The inflight entertainment contain the latest films. This flight supplied free WiFi, and it was easy to connect.",A330-300,Solo Leisure,Economy Class,Guangzhou to Adelaide,11/18/2019,5,5,3,4,5,4,yes,0.9324,Positive,26,1
6424,China Southern Airlines,6,Yu Bin,2nd December 2018,"Beijing to Amsterdam via Guangzhou. I specially chose to experience A380 for the flight from Beijing to Guangzhou. It was smooth, large and comfortable. Guangzhou terminal 2 was very nice, clear instructions, automatic facilities and bright space. The transfer process was completed very soon, and checked luggage was directly to Amsterdam. The flight attendants from Guangzhou to Amsterdam were warm and friendly, they gave us extra pillows and blankets so that we could have a better rest. In addition there was a Dutch-speaking air hostess serving passengers in demand. Two meals were served during long flight, with choices of both Chinese and Western food. My children and I were all attracted by the on board entertainment programs, latest films for me and cartoon for them. On the whole, the trip was enjoyable, hope the airline could provide stable WIFI connection in future.",A380/A330,Family Leisure,Economy Class,Beijing to Amsterdam via Guangzhou,11/18/2019,4,5,5,5,5,5,yes,0.9838,Positive,29,1
6425,China Southern Airlines,7,Zhu Na,1st December 2018,"Wuhan to New York via Guangzhou on November 30th. We could lie down with the business class flat bed to take sleep. The flight departed at the midnight and arrived in morning at New York local time, it means we could use our time more efficiently. The crew onboard keeps their service on high level and modest for their passengers.",B777-300ER,Business,Business Class,Wuhan to New York via Guangzhou,11/18/2019,4,5,4,3,4,4,yes,0.4576,Neutral,24,0
6426,China Southern Airlines,8,Eric Peng,29th November 2018,"Guangzhou to Sydney, my first time to depart from Guangzhou Airport T2. This new terminal is full of advanced facilities and is more reasonable and convenient than T1. There are a lot of free luggage trolleys and baby strollers before and after security check. The China Southern Lounge is very large and has many functional zones, my two baby boys really love its kids room. After boarding, the flight attendants reorganize seats for us, so that my eight-month-old baby could have a flat bed to sleep as well. The business class dining was amazing. I booked one kid meal in advance. After landing, the baggage claim was very efficient. It was a perfect long-haul flight.",A330,Family Leisure,Business Class,Guangzhou to Sydney,11/18/2019,5,5,5,4,5,5,yes,0.9747,Positive,29,1
6427,China Southern Airlines,9,Haiguang Wang,27th November 2018,"Guangzhou to Toronto on November 25th. The aircraft was Boeing 777. I had a varied choice of beverages and I can get wine in economy class. There was beef or fish for the first meal, pork or chicken for the second meal. We also got sandwiches and bun with pork in between. The flight attendants were efficient and attentive. China Southern also has good connect with WestJet so it helps me a lot for transferring my luggage back to Halifax. This flight was wonderful considering the ticket price was reasonable.",Boeing 777-300,Solo Leisure,Economy Class,Guangzhou to Toronto,11/18/2019,5,5,5,4,4,5,yes,0.9058,Positive,28,1
6428,China Southern Airlines,8,Wei Zhang,23rd November 2018,"Adelaide to Guangzhou, A330 with 2-2-2 configuration in business class, which provided great legroom and comfort. Cabin crew was professional, friendly and enthusiastic. IFE was great and plenty of choices. On board WIFI was free and with good connectivity. Two meals were served with a choice of Chinese and Western style. I recommend the airline.",A330-300,Family Leisure,Business Class,Adelaide to Guangzhou,11/18/2019,4,5,4,5,5,4,yes,0.9771,Positive,27,1
6429,China Southern Airlines,8,Dexi Zeng,23rd November 2018,"Kuala Lumpur to Guangzhou. When I was boarding i noticed that a lot of passengers had quite a few carry-on baggage. Even with the cabin crew help, it took me a while to find a space for my suitcase in this old Boeing 737. 4 hours flight was long enough for me and there were no plug to charge my phone. I liked the foods and drinks they provided and i got refill couple times. So no complaints for services but it could be a better experience with an bigger and fancier aircraft.",Boeing 737,Business,Economy Class,Kuala Lumpur to Guangzhou,11/18/2019,5,5,5,4,4,5,yes,0.5285,Positive,28,1
6430,China Southern Airlines,9,Kang Yu,20th November 2018,"Osaka to Rome via Guangzhou, travelled by A330 for both routes, nice comfort. Food was great, especially Japanese cold noodle during the flight from Osaka to Guangzhou and I got two more noodles when the cabin crew knew I love it. Transfer in Guangzhou T2 went easy and quick, no baggage pick up required there. I slept well on the way to Rome, and enjoyed the meals and drinks. There were many good movies in entertainment system, trip was not so boring. If they could provide the WiFi service during the long journey would be better.",A330,Solo Leisure,Economy Class,Osaka to Rome via Guangzhou,11/18/2019,4,5,5,5,5,4,yes,0.9831,Positive,28,1
6431,China Southern Airlines,9,Tshung Ching Tay,19th November 2018,"Hangzhou to Guangzhou. Check in available as early as 3.5 hours prior to departure. The original schedule for this flight at the time of booking was 16:30 but was retimed to 15:40. Aircraft has been changed to Boeing 737-800 from the original schedule A320-200. The airline did not send any notification for such changes. Boarding call for this flight commenced approximately half and hour before departure. The queue was in systematic order. As usual cabin crew at the door of the aircraft to greet us. This is the first time to notice that the female crew wear trouser instead of the skirts on the previous flight. This aircraft is configured into 3 class cabin, that is Business class, Premium Economy and Economy class. All seats are fitted with charging port for the passengers convenient. Nonetheless, seats are not equipped with personal in flight entertainment (IFE) . Instead drop down LED screen are available. The cabin crew were seen busy preparing food approximately 20 minutes after departure. I am delighte...",Boeing 737-800,Solo Leisure,Economy Class,Hangzhou to Guangzhou,11/18/2019,4,5,4,4,5,5,yes,0.9615,Positive,27,1
6432,China Southern Airlines,6,Sabine Edenne,18th November 2018,"Guangzhou to Paris. It was a night time flight so I missed the first meal after we took off. In the early morning, I went to the galley asked for some snacks, the cabin attendant introduced the new steamed pork bun with a bit spicy for me and it is really tasty. The second meal was scrambled egg or Chinese Dim Sun and I took the egg. During the flight the cabin attendant could keep cabin looking good and I could see their smile. But the aircraft is old, so I suggest them to update and make the entertainment system works well.",A330-200,Business,Economy Class,Guangzhou to Paris,11/18/2019,3,5,4,3,4,4,yes,0.7531,Positive,23,1
6433,China Southern Airlines,8,Tshung Ching Tay,18th November 2018,"Kota Kinabalu to Guangzhou. I arrived at the airport 4 hours prior to departure but the check in process only available 2 1/2 hours before the schedule departure. This load for this flight was low, thus the check in process is quick and efficient. Flight CZ8484 departure 15 minutes earlier as soon as all passengers boarded. Cabin crew are friendly and courteous despite this is a red eye flight. A B737-800 is deployed for this sector. The seat is not equipped with personal in flight entertainment (IFE) but a drop down LED on every subsequent 3 row. The flight attendant commenced in flight meal approximately half an hour after departure. Cold and hot beverages are served. Two choices of alcoholic drinks are provided, that is fine and beer. In view of the low flight load, the cabin service is prompt. The cabin light was dimmed allowing passengers sufficient time to rest. The overall flight journey was smooth and pleasant. There are still plenty of room of improvement when comes into in flight catering.",Boeing 737-800,Solo Leisure,Economy Class,Kota Kinabalu to Guangzhou,11/18/2019,4,5,4,4,5,5,yes,0.9676,Positive,27,1
6434,China Southern Airlines,9,Tshung Ching Tay,18th November 2018,"Guangzhou to Hangzhou. The original schedule for flight CZ3803 was supposed a B787-800 but was replaced by the airline new A321-200 neo. This aircraft was parked at the outer bay whereby transfer was done by airport bus shutter. Upon boarded the aircraft, the cabin crew greeted me warmly and guide me to my seat. I am totally amazed the new A321-200 neo, the cabin is so quiet that I hardly realise that the aircraft taxied off and take off. The light breakfast was served approximately half an hour after departure. Two options are available, that is the Cantonese style dim sum and fried noodles. The cabin services was prompt and efficient despite that the entire economy class was near full, Thanks to the hospitality rendered by the cabin crew though out the entire journey. The flight experience was more than pleasant and impressive one despite that the short flight journey of less than 2 hours.",A321-200 Neo,Solo Leisure,Economy Class,Guangzhou to Hangzhou,11/18/2019,5,5,4,4,5,5,yes,0.9841,Positive,28,1
6435,China Southern Airlines,8,Fangyuan He,16th November 2018,"Changsha to Taipei on A320. T2 in Changsha is being decorated now. It seems there will be more international shops and restaurants in each floor. The ground staff was professional and fulfilled my request of choosing the window seat. The aircraft is old but clean, cabin service and lunch were good. But the leg room was a little bit small, and it was a pity that there is no WiFi inflight. In all, the journey was comfortable.",A320,Family Leisure,Economy Class,Changsha to Taipei,11/18/2019,4,5,4,3,5,4,yes,0.8462,Positive,25,1
6436,China Southern Airlines,9,Yongjie Wang,13th November 2018,"Guangzhou to Auckland in economy class. T2 in Guangzhou Airport is convenient, check in to getting to boarding gate, everything went smoothly. Service is efficient. Boeing 787 cabin looked clean, seats were comfortable and there's plenty of leg room. Food fit our appetite, two choices available each meal and there's a sandwich for snack during night time. The crew service is professional and high standard. What impressed me the most was that they kept walking around the cabin while the light was dimmed, to see if someone needed water. The only thing that could be better was the WiFi since the signal was weak. But overall the experience was excellent and I would definitely go with China Southern Airlines again.",Boeing 787,Family Leisure,Economy Class,Guangzhou to Auckland,10/18/2019,5,5,4,4,4,5,yes,0.9628,Positive,27,1
6437,China Southern Airlines,8,Jin Jin,12th November 2018,"Shanghai to New York via Guangzhou. Boeing 787-9, a really nice plane was used between Shanghai and Guangzhou, better chair, bigger screen and warmer atmosphere. Thanks to the efficient work of both grounding team and cabin crew, the whole luggage transfer and boarding process was smooth. From Guangzhou to New York routeÃÂ¯ÃÂ¼ÃÂflight attendants fulfilled my request of changing my seat next to window, and arranged my meal and rest. Cool trip this time, but I would have more choices of spending my spare time if they had WiFi connection for such long flight. Hope I could see the improvement next time.",Boeing 787-9 / 777,Business,Business Class,Shanghai to Newyork via Guangzhou,11/18/2019,5,5,4,4,5,5,yes,0.9505,Positive,28,1
6438,China Southern Airlines,7,C Wang,10th November 2018,"Shenzhen to Melbourne. Customer services were good and the meal were quite nice as well. However, the aircraft is old and the seats were not international standard, only recliner and with no bedding service. The entertainment screen was super small.",A330-300,Solo Leisure,Business Class,Shenzhen to Melbourne,9/18/2019,3,4,4,3,3,4,yes,0.9162,Positive,21,1
6439,China Southern Airlines,8,Ning Zhao,10th November 2018,"Guangzhou to San Francisco via Wuhan. I didn realize itÃÂ¢Ã¢ÂÂ¬Ã¢ÂÂ¢s a non-direct flight when I booked the ticket at first time. In my opinion, a stopover flight is a complicated thing, but my luggages are directly to San Francisco and transit in Wuhan is efficient. The ground staff are helpful and patient. The aircraft is new and clean. The seat gives space to have a sleep. The crew are keeping serve kinds of food and beverages during the flight. I recommend this airline.",Boeing 777,Solo Leisure,Business Class,Guangzhou to San Francisco via Wuhan,11/18/2019,4,5,3,3,5,4,yes,0.9349,Positive,24,1
6440,China Southern Airlines,10,Mary White,7th November 2018,"Shenzhen to Bangkok. We travel to Bangkok every six months with a stopover in Shenzhen. We must commend China Southern Airlines this trip. From the moment we checked our luggage in at Shenzhen, to when we got to the boarding gate, the staff were very friendly, efficient and looked after us very well. They spoke very good English. The seats were very comfortable and plenty of leg room. The meals were edible and a variety of beverages. Overall, the flight was very comfortable. We have been flying with China Southern Airlines for at least seven years now and would recommend them. We are also very impressed with the generous luggage allowance on international flights. Looking forward to our next flight.",A320,Couple Leisure,Premium Economy,Shenzhen to Bangkok,11/18/2019,5,5,5,5,5,5,yes,0.9841,Positive,30,1
